,tag1,tag2,P(tag2|tag1)
0,cc,prp$,0.02723463687150838
1,cc,jj,0.11731843575418995
2,cc,ex,0.004888268156424581
3,cc,in,0.046089385474860335
4,cc,vb,0.05307262569832402
5,cc,wrb,0.0034916201117318434
6,cc,vbz,0.02653631284916201
7,cc,vbd,0.061452513966480445
8,cc,jjr,0.013966480446927373
9,cc,vbp,0.006983240223463687
10,cc,nnps,0.002094972067039106
11,cc,vbn,0.019553072625698324
12,cc,cd,0.0111731843575419
13,cc,wp,0.0034916201117318434
14,cc,$,0.0013966480446927375
15,cc,cc,0.0006983240223463687
16,cc,nnp,0.13687150837988826
17,cc,nn,0.1180167597765363
18,cc,prp,0.05377094972067039
19,cc,dt,0.12639664804469275
20,cc,vbg,0.0335195530726257
21,cc,nns,0.0670391061452514
22,cc,rb,0.046089385474860335
23,cc,to,0.004888268156424581
24,cc,rbr,0.0013966480446927375
25,cc,md,0.011871508379888268
26,cc,jjs,0.0006983240223463687
27,wrb,vbz,0.016666666666666666
28,wrb,jj,0.07222222222222222
29,wrb,prp$,0.03333333333333333
30,wrb,vbn,0.011111111111111112
31,wrb,cd,0.005555555555555556
32,wrb,vb,0.011111111111111112
33,wrb,nnps,0.011111111111111112
34,wrb,in,0.005555555555555556
35,wrb,vbp,0.005555555555555556
36,wrb,fin,0.005555555555555556
37,wrb,vbd,0.005555555555555556
38,wrb,nnp,0.11666666666666667
39,wrb,to,0.03333333333333333
40,wrb,prp,0.3277777777777778
41,wrb,vbg,0.03333333333333333
42,wrb,nn,0.06666666666666667
43,wrb,dt,0.16666666666666666
44,wrb,nns,0.05
45,wrb,rb,0.011111111111111112
46,wrb,pdt,0.011111111111111112
47,wdt,nns,0.010526315789473684
48,wdt,md,0.08947368421052632
49,wdt,dt,0.010526315789473684
50,wdt,nnp,0.04736842105263158
51,wdt,nn,0.010526315789473684
52,wdt,rb,0.031578947368421054
53,wdt,vbg,0.005263157894736842
54,wdt,prp,0.042105263157894736
55,wdt,vbz,0.24736842105263157
56,wdt,vbp,0.18947368421052632
57,wdt,vbd,0.2631578947368421
58,wdt,in,0.02631578947368421
59,wdt,jj,0.015789473684210527
60,wdt,fin,0.005263157894736842
61,wdt,cd,0.005263157894736842
62,vbp,prp$,0.023591087811271297
63,vbp,vbn,0.145478374836173
64,vbp,$,0.001310615989515072
65,vbp,in,0.09567496723460026
66,vbp,jj,0.09043250327653997
67,vbp,fin,0.015727391874180863
68,vbp,vbp,0.01834862385321101
69,vbp,jjr,0.009174311926605505
70,vbp,vb,0.007863695937090432
71,vbp,wrb,0.002621231979030144
72,vbp,cd,0.00655307994757536
73,vbp,cc,0.009174311926605505
74,vbp,wp,0.001310615989515072
75,vbp,vbd,0.00655307994757536
76,vbp,vbz,0.001310615989515072
77,vbp,rbs,0.001310615989515072
78,vbp,ex,0.002621231979030144
79,vbp,rb,0.11664482306684142
80,vbp,prp,0.05242463958060288
81,vbp,dt,0.10484927916120576
82,vbp,nnp,0.03800786369593709
83,vbp,to,0.06815203145478375
84,vbp,vbg,0.06684141546526867
85,vbp,nn,0.057667103538663174
86,vbp,rp,0.010484927916120577
87,vbp,nns,0.04062909567496723
88,vbp,md,0.001310615989515072
89,vbp,fw,0.001310615989515072
90,vbp,rbr,0.001310615989515072
91,vbp,pdt,0.001310615989515072
92,pdt,dt,1.0
93,ex,vbz,0.2698412698412698
94,ex,vbp,0.20634920634920634
95,ex,vbd,0.23809523809523808
96,ex,vb,0.015873015873015872
97,ex,fin,0.07936507936507936
98,ex,vbn,0.031746031746031744
99,ex,md,0.09523809523809523
100,ex,prp,0.015873015873015872
101,ex,rb,0.015873015873015872
102,ex,nns,0.015873015873015872
103,ex,dt,0.015873015873015872
104,jjr,jj,0.06666666666666667
105,jjr,in,0.35714285714285715
106,jjr,cc,0.01904761904761905
107,jjr,vbz,0.004761904761904762
108,jjr,vbp,0.004761904761904762
109,jjr,cd,0.009523809523809525
110,jjr,fin,0.023809523809523808
111,jjr,prp$,0.004761904761904762
112,jjr,nnps,0.004761904761904762
113,jjr,nn,0.22857142857142856
114,jjr,nns,0.1619047619047619
115,jjr,nnp,0.02857142857142857
116,jjr,rb,0.014285714285714285
117,jjr,to,0.05238095238095238
118,jjr,rp,0.004761904761904762
119,jjr,dt,0.009523809523809525
120,jjr,prp,0.004761904761904762
121,vbd,rbs,0.000514668039114771
122,vbd,vbn,0.10756562017498714
123,vbd,jj,0.06690684508492023
124,vbd,in,0.13381369016984046
125,vbd,cd,0.018013381369016986
126,vbd,prp$,0.030365414307771486
127,vbd,fin,0.056613484302624806
128,vbd,wp,0.001544004117344313
129,vbd,cc,0.009264024704065878
130,vbd,vb,0.004632012352032939
131,vbd,vbp,0.000514668039114771
132,vbd,$,0.003602676273803397
133,vbd,jjr,0.006176016469377252
134,vbd,vbz,0.001544004117344313
135,vbd,ex,0.0025733401955738548
136,vbd,vbd,0.001029336078229542
137,vbd,wrb,0.003088008234688626
138,vbd,nn,0.034997426659804425
139,vbd,rb,0.07874420998455996
140,vbd,nnp,0.06948018528049409
141,vbd,nns,0.027792074112197633
142,vbd,vbg,0.027792074112197633
143,vbd,dt,0.1770458054554812
144,vbd,prp,0.05867215645908389
145,vbd,to,0.0514668039114771
146,vbd,rbr,0.0051466803911477095
147,vbd,rp,0.018528049408131755
148,vbd,md,0.001029336078229542
149,vbd,wdt,0.000514668039114771
150,vbd,jjs,0.001029336078229542
151,in,jj,0.08753363228699551
152,in,prp$,0.04466367713004484
153,in,cd,0.013632286995515695
154,in,in,0.019910313901345292
155,in,vbz,0.0012556053811659193
156,in,cc,0.0030493273542600897
157,in,jjr,0.010044843049327354
158,in,vbn,0.006278026905829596
159,in,ex,0.0007174887892376681
160,in,$,0.004484304932735426
161,in,vbd,0.0010762331838565023
162,in,vb,0.0008968609865470852
163,in,wp,0.0025112107623318385
164,in,nnps,0.0019730941704035874
165,in,vbp,0.00035874439461883406
166,in,fin,0.0034080717488789236
167,in,wrb,0.0014349775784753362
168,in,#,0.00035874439461883406
169,in,nnp,0.16466367713004484
170,in,nns,0.0631390134529148
171,in,dt,0.33955156950672644
172,in,prp,0.037847533632286996
173,in,nn,0.12376681614349776
174,in,vbg,0.0410762331838565
175,in,rb,0.012197309417040359
176,in,md,0.00017937219730941703
177,in,jjs,0.003766816143497758
178,in,pdt,0.0017937219730941704
179,in,to,0.004484304932735426
180,in,wdt,0.0023318385650224214
181,in,fw,0.0010762331838565023
182,in,rbr,0.00035874439461883406
183,in,rp,0.00017937219730941703
184,nns,to,0.04157043879907621
185,nns,md,0.03167271527548664
186,nns,dt,0.022434839986803037
187,nns,vbg,0.03695150115473441
188,nns,rb,0.03233256351039261
189,nns,rbr,0.0023094688221709007
190,nns,nn,0.037611349389640385
191,nns,wdt,0.01649620587264929
192,nns,nns,0.02276476410425602
193,nns,nnp,0.02111514351699109
194,nns,prp,0.012207192345760474
195,nns,jjs,0.003629165291982844
196,nns,rp,0.0009897723523589574
197,nns,vbd,0.0791817881887166
198,nns,cc,0.08677004289013526
199,nns,in,0.26162982514021776
200,nns,wrb,0.006598482349059716
201,nns,rbs,0.0013196964698119432
202,nns,vbn,0.01649620587264929
203,nns,fin,0.11778290993071594
204,nns,jj,0.023094688221709007
205,nns,vbp,0.09435829759155394
206,nns,wp,0.008907951171230617
207,nns,vbz,0.012537116463213462
208,nns,prp$,0.003299241174529858
209,nns,wp$,0.0006598482349059716
210,nns,vb,0.0026393929396238865
211,nns,cd,0.001979544704717915
212,nns,jjr,0.0006598482349059716
213,rb,rb,0.08701563562202583
214,rb,to,0.037389530931339225
215,rb,prp,0.023113528212100613
216,rb,vbg,0.04282800815771584
217,rb,dt,0.06390210740992522
218,rb,rbr,0.007477906186267845
219,rb,nnp,0.021753908905506457
220,rb,nn,0.021753908905506457
221,rb,pdt,0.0020394289598912306
222,rb,nns,0.008837525492861998
223,rb,md,0.003399048266485384
224,rb,jjs,0.0006798096532970768
225,rb,rp,0.0006798096532970768
226,rb,vbd,0.07138001359619306
227,rb,vbn,0.09517335146159075
228,rb,in,0.16859279401767505
229,rb,prp$,0.003399048266485384
230,rb,fin,0.030591434398368457
231,rb,jj,0.11080897348742352
232,rb,vb,0.08769544527532291
233,rb,nnps,0.0006798096532970768
234,rb,vbp,0.024473147518694765
235,rb,vbz,0.03263086335825969
236,rb,cc,0.019034670292318152
237,rb,cd,0.010197144799456152
238,rb,$,0.004078857919782461
239,rb,jjr,0.010876954452753228
240,rb,ex,0.003399048266485384
241,rb,wp,0.0013596193065941536
242,rb,wrb,0.004758667573079538
243,rbs,jj,0.8148148148148148
244,rbs,vbn,0.037037037037037035
245,rbs,nns,0.07407407407407407
246,rbs,rb,0.07407407407407407
247,cd,in,0.14532019704433496
248,cd,vbd,0.019704433497536946
249,cd,cd,0.0812807881773399
250,cd,wp,0.0049261083743842365
251,cd,wrb,0.0024630541871921183
252,cd,nnps,0.0024630541871921183
253,cd,fin,0.019704433497536946
254,cd,jj,0.07142857142857142
255,cd,cc,0.03201970443349754
256,cd,vbp,0.0024630541871921183
257,cd,vbn,0.0049261083743842365
258,cd,$,0.0024630541871921183
259,cd,jjr,0.009852216748768473
260,cd,vbz,0.0049261083743842365
261,cd,nns,0.37438423645320196
262,cd,nn,0.15270935960591134
263,cd,vbg,0.012315270935960592
264,cd,nnp,0.024630541871921183
265,cd,to,0.014778325123152709
266,cd,dt,0.009852216748768473
267,cd,rb,0.007389162561576354
268,nn,nns,0.06717877094972068
269,nn,nn,0.13268156424581007
270,nn,vbg,0.016340782122905028
271,nn,wdt,0.012290502793296089
272,nn,to,0.04357541899441341
273,nn,rb,0.021508379888268158
274,nn,nnp,0.04064245810055866
275,nn,md,0.015502793296089385
276,nn,prp,0.012150837988826815
277,nn,dt,0.018854748603351956
278,nn,rbr,0.0009776536312849163
279,nn,pdt,0.00027932960893854746
280,nn,rp,0.0009776536312849163
281,nn,fw,0.00027932960893854746
282,nn,jjs,0.0004189944134078212
283,nn,in,0.27849162011173184
284,nn,vbd,0.058379888268156425
285,nn,fin,0.11997206703910615
286,nn,prp$,0.002793296089385475
287,nn,vbn,0.011033519553072626
288,nn,vbz,0.04189944134078212
289,nn,jj,0.013407821229050279
290,nn,vb,0.0022346368715083797
291,nn,cc,0.06675977653631285
292,nn,ex,0.0009776536312849163
293,nn,wp,0.006005586592178771
294,nn,wrb,0.006005586592178771
295,nn,vbp,0.004608938547486034
296,nn,jjr,0.0011173184357541898
297,nn,rbs,0.0004189944134078212
298,nn,cd,0.0019553072625698325
299,nn,nnps,0.00013966480446927373
300,nn,#,0.00013966480446927373
301,vbz,in,0.09349593495934959
302,vbz,jjr,0.018292682926829267
303,vbz,jj,0.08130081300813008
304,vbz,vbn,0.19410569105691056
305,vbz,vbp,0.007113821138211382
306,vbz,wrb,0.0040650406504065045
307,vbz,prp$,0.013211382113821139
308,vbz,fin,0.013211382113821139
309,vbz,$,0.003048780487804878
310,vbz,wp,0.003048780487804878
311,vbz,vbd,0.00508130081300813
312,vbz,cd,0.008130081300813009
313,vbz,vb,0.006097560975609756
314,vbz,nnps,0.0010162601626016261
315,vbz,rbs,0.0010162601626016261
316,vbz,cc,0.007113821138211382
317,vbz,vbz,0.0020325203252032522
318,vbz,rb,0.12601626016260162
319,vbz,nn,0.03353658536585366
320,vbz,dt,0.16869918699186992
321,vbz,to,0.04573170731707317
322,vbz,vbg,0.0701219512195122
323,vbz,nns,0.021341463414634148
324,vbz,prp,0.02540650406504065
325,vbz,pdt,0.0010162601626016261
326,vbz,rbr,0.0040650406504065045
327,vbz,nnp,0.028455284552845527
328,vbz,rp,0.011178861788617886
329,vbz,jjs,0.0010162601626016261
330,vbz,md,0.0010162601626016261
331,vbz,fw,0.0010162601626016261
332,rbr,dt,0.12987012987012986
333,rbr,rb,0.1038961038961039
334,rbr,nn,0.03896103896103896
335,rbr,nnp,0.012987012987012988
336,rbr,vbg,0.012987012987012988
337,rbr,to,0.025974025974025976
338,rbr,nns,0.03896103896103896
339,rbr,in,0.12987012987012986
340,rbr,jj,0.44155844155844154
341,rbr,vb,0.012987012987012988
342,rbr,cc,0.025974025974025976
343,rbr,fin,0.025974025974025976
344,debut,dt,0.221
345,debut,nnp,0.239
346,debut,nn,0.032
347,debut,to,0.007
348,debut,prp,0.121
349,debut,rb,0.0515
350,debut,nns,0.049
351,debut,jjs,0.0015
352,debut,rbr,0.0015
353,debut,vbg,0.015
354,debut,pdt,0.0005
355,debut,md,0.003
356,debut,uh,0.0005
357,debut,wrb,0.0095
358,debut,jj,0.035
359,debut,in,0.101
360,debut,ex,0.01
361,debut,wp,0.003
362,debut,cc,0.0465
363,debut,vb,0.012
364,debut,prp$,0.016
365,debut,jjr,0.003
366,debut,cd,0.012
367,debut,vbn,0.0065
368,debut,vbz,0.001
369,debut,vbp,0.0015
370,debut,vbd,0.0005
371,fw,nn,0.2916666666666667
372,fw,nnp,0.041666666666666664
373,fw,vbg,0.08333333333333333
374,fw,fw,0.08333333333333333
375,fw,dt,0.041666666666666664
376,fw,to,0.041666666666666664
377,fw,vbz,0.041666666666666664
378,fw,in,0.3333333333333333
379,fw,vbd,0.041666666666666664
380,prp$,jj,0.22039473684210525
381,prp$,cd,0.004934210526315789
382,prp$,fin,0.001644736842105263
383,prp$,vbd,0.001644736842105263
384,prp$,jjr,0.001644736842105263
385,prp$,in,0.004934210526315789
386,prp$,cc,0.001644736842105263
387,prp$,wrb,0.003289473684210526
388,prp$,rbs,0.001644736842105263
389,prp$,vbn,0.001644736842105263
390,prp$,nns,0.18585526315789475
391,prp$,nn,0.4786184210526316
392,prp$,jjs,0.02138157894736842
393,prp$,dt,0.019736842105263157
394,prp$,nnp,0.024671052631578948
395,prp$,vbg,0.009868421052631578
396,prp$,wdt,0.001644736842105263
397,prp$,rb,0.011513157894736841
398,prp$,rbr,0.001644736842105263
399,prp$,to,0.001644736842105263
400,uh,prp,1.0
401,vb,in,0.12080103359173126
402,vb,jj,0.08850129198966408
403,vb,vb,0.0103359173126615
404,vb,vbn,0.08397932816537468
405,vb,prp$,0.040051679586563305
406,vb,wrb,0.009689922480620155
407,vb,cc,0.011627906976744186
408,vb,fin,0.040697674418604654
409,vb,cd,0.007751937984496124
410,vb,jjr,0.009689922480620155
411,vb,vbd,0.001937984496124031
412,vb,wp,0.003875968992248062
413,vb,vbz,0.0012919896640826874
414,vb,vbp,0.0006459948320413437
415,vb,$,0.002583979328165375
416,vb,nnps,0.0006459948320413437
417,vb,rbs,0.0006459948320413437
418,vb,ex,0.0006459948320413437
419,vb,rb,0.03488372093023256
420,vb,nn,0.06976744186046512
421,vb,to,0.04198966408268734
422,vb,nnp,0.03875968992248062
423,vb,vbg,0.02131782945736434
424,vb,dt,0.2157622739018088
425,vb,nns,0.06459948320413436
426,vb,rp,0.029069767441860465
427,vb,prp,0.040697674418604654
428,vb,md,0.0006459948320413437
429,vb,rbr,0.005813953488372093
430,vb,pdt,0.0012919896640826874
431,#,nn,0.75
432,#,nnp,0.25
433,rp,nns,0.06285714285714286
434,rp,dt,0.2342857142857143
435,rp,nnp,0.03428571428571429
436,rp,to,0.06857142857142857
437,rp,rb,0.017142857142857144
438,rp,md,0.005714285714285714
439,rp,vbg,0.017142857142857144
440,rp,nn,0.017142857142857144
441,rp,fw,0.005714285714285714
442,rp,cd,0.011428571428571429
443,rp,in,0.2914285714285714
444,rp,vbz,0.011428571428571429
445,rp,vbp,0.011428571428571429
446,rp,jj,0.045714285714285714
447,rp,fin,0.08
448,rp,prp$,0.05142857142857143
449,rp,cc,0.005714285714285714
450,rp,vbd,0.022857142857142857
451,rp,$,0.005714285714285714
452,wp,vbd,0.3687150837988827
453,wp,vbz,0.18994413407821228
454,wp,vbp,0.1564245810055866
455,wp,prp$,0.0111731843575419
456,wp,vbn,0.00558659217877095
457,wp,wrb,0.00558659217877095
458,wp,in,0.00558659217877095
459,wp,dt,0.0335195530726257
460,wp,rb,0.03910614525139665
461,wp,md,0.061452513966480445
462,wp,prp,0.07262569832402235
463,wp,to,0.00558659217877095
464,wp,nnp,0.027932960893854747
465,wp,nn,0.0111731843575419
466,wp,nns,0.00558659217877095
467,$,vbp,0.012987012987012988
468,$,jj,0.16883116883116883
469,$,vb,0.19480519480519481
470,$,cd,0.4935064935064935
471,$,in,0.012987012987012988
472,$,nn,0.1038961038961039
473,$,fw,0.012987012987012988
474,vbn,prp$,0.012195121951219513
475,vbn,in,0.3806620209059233
476,vbn,vbn,0.06184668989547038
477,vbn,fin,0.04965156794425087
478,vbn,jj,0.03832752613240418
479,vbn,jjr,0.006097560975609756
480,vbn,cc,0.025261324041811847
481,vbn,cd,0.006097560975609756
482,vbn,vbp,0.003484320557491289
483,vbn,vbz,0.005226480836236934
484,vbn,vbd,0.004355400696864111
485,vbn,$,0.003484320557491289
486,vbn,rbs,0.0008710801393728223
487,vbn,wrb,0.002613240418118467
488,vbn,nnps,0.0008710801393728223
489,vbn,ex,0.0017421602787456446
490,vbn,prp,0.013066202090592335
491,vbn,nns,0.03397212543554007
492,vbn,nnp,0.02264808362369338
493,vbn,dt,0.09059233449477352
494,vbn,to,0.10801393728222997
495,vbn,rb,0.047038327526132406
496,vbn,rp,0.017421602787456445
497,vbn,nn,0.042682926829268296
498,vbn,vbg,0.0156794425087108
499,vbn,md,0.0008710801393728223
500,vbn,rbr,0.0017421602787456446
501,vbn,pdt,0.002613240418118467
502,vbn,wdt,0.0008710801393728223
503,vbg,dt,0.1854043392504931
504,vbg,nn,0.12130177514792899
505,vbg,rp,0.03057199211045365
506,vbg,nns,0.09763313609467456
507,vbg,prp,0.027613412228796843
508,vbg,to,0.09566074950690336
509,vbg,nnp,0.04043392504930966
510,vbg,rb,0.03550295857988166
511,vbg,md,0.0019723865877712033
512,vbg,vbg,0.006903353057199211
513,vbg,rbr,0.0009861932938856016
514,vbg,pdt,0.0009861932938856016
515,vbg,vbn,0.03550295857988166
516,vbg,in,0.14398422090729784
517,vbg,cc,0.015779092702169626
518,vbg,jj,0.07495069033530571
519,vbg,vbd,0.005917159763313609
520,vbg,fin,0.01282051282051282
521,vbg,prp$,0.026627218934911243
522,vbg,wp,0.0039447731755424065
523,vbg,cd,0.010848126232741617
524,vbg,jjr,0.008875739644970414
525,vbg,wrb,0.006903353057199211
526,vbg,vb,0.0029585798816568047
527,vbg,ex,0.0029585798816568047
528,vbg,nnps,0.0009861932938856016
529,vbg,$,0.0009861932938856016
530,vbg,wp$,0.0009861932938856016
531,jj,vbd,0.00245474071801166
532,jj,jj,0.06811905492482356
533,jj,fin,0.024854249769868057
534,jj,cd,0.012580546179809757
535,jj,in,0.055845351334765266
536,jj,cc,0.03405952746241178
537,jj,wp,0.00122737035900583
538,jj,vbp,0.0015342129487572874
539,jj,ex,0.000613685179502915
540,jj,vbz,0.0033752684872660325
541,jj,nnps,0.001841055538508745
542,jj,vbn,0.00368211107701749
543,jj,wrb,0.0021478981282602025
544,jj,jjr,0.0009205277692543725
545,jj,vb,0.0009205277692543725
546,jj,prp$,0.000613685179502915
547,jj,$,0.0003068425897514575
548,jj,nn,0.44584228290886774
549,jj,nns,0.2086529610309911
550,jj,prp,0.005216324025774778
551,jj,nnp,0.0693464252838294
552,jj,dt,0.006443694384780607
553,jj,to,0.028536360846885548
554,jj,rb,0.008284749923289352
555,jj,vbg,0.009205277692543725
556,jj,fw,0.000613685179502915
557,jj,rp,0.0003068425897514575
558,jj,md,0.0021478981282602025
559,jj,jjs,0.0003068425897514575
560,dt,nnp,0.12604303908651734
561,dt,nn,0.47650417215634605
562,dt,nns,0.08256477821695213
563,dt,md,0.001976284584980237
564,dt,rbr,0.0024154589371980675
565,dt,vbg,0.008563899868247694
566,dt,dt,0.0010979358805445762
567,dt,rb,0.009881422924901186
568,dt,jjs,0.007026789635485288
569,dt,prp,0.0006587615283267457
570,dt,jj,0.2259552042160738
571,dt,jjr,0.004830917874396135
572,dt,vbz,0.007685551163812033
573,dt,rbs,0.002854633289415898
574,dt,cd,0.007026789635485288
575,dt,in,0.011638120333772508
576,dt,wp,0.001976284584980237
577,dt,vbp,0.0021958717610891525
578,dt,nnps,0.005928853754940711
579,dt,vbd,0.003513394817742644
580,dt,vbn,0.003513394817742644
581,dt,ex,0.00021958717610891525
582,dt,vb,0.000878348704435661
583,dt,prp$,0.0006587615283267457
584,dt,$,0.0013175230566534915
585,dt,fin,0.001976284584980237
586,dt,#,0.00021958717610891525
587,dt,wrb,0.00021958717610891525
588,dt,cc,0.0006587615283267457
589,md,rb,0.15991471215351813
590,md,prp,0.008528784648187633
591,md,dt,0.008528784648187633
592,md,nn,0.006396588486140725
593,md,nnp,0.0021321961620469083
594,md,vb,0.7974413646055437
595,md,vbz,0.0021321961620469083
596,md,in,0.01279317697228145
597,md,cc,0.0021321961620469083
598,jjs,nns,0.14
599,jjs,nn,0.48
600,jjs,rb,0.03
601,jjs,dt,0.04
602,jjs,vbg,0.03
603,jjs,nnp,0.01
604,jjs,to,0.01
605,jjs,jjr,0.01
606,jjs,jj,0.09
607,jjs,in,0.12
608,jjs,cd,0.02
609,jjs,fin,0.02
610,nnp,nnp,0.38345296562145825
611,nnp,rb,0.016055912353607857
612,nnp,to,0.009633547412164715
613,nnp,dt,0.029089535323007176
614,nnp,vbg,0.01152247827729505
615,nnp,nn,0.10219115980355119
616,nnp,md,0.011333585190782017
617,nnp,nns,0.028900642236494144
618,nnp,fw,0.001511144692104269
619,nnp,wdt,0.006422364941443143
620,nnp,prp,0.004533434076312807
621,nnp,jjs,0.0017000377786173025
622,nnp,rbr,0.00037778617302606723
623,nnp,rp,0.0005666792595391009
624,nnp,nnps,0.008689081979599547
625,nnp,cc,0.055534567434831886
626,nnp,vbd,0.09387986399697772
627,nnp,fin,0.05421231582924065
628,nnp,in,0.08179070646014355
629,nnp,vbp,0.010578012844729883
630,nnp,vbz,0.043445409897997736
631,nnp,vbn,0.0026445032111824707
632,nnp,jj,0.019833774083868532
633,nnp,cd,0.0035889686437476386
634,nnp,vb,0.002455610124669437
635,nnp,prp$,0.001511144692104269
636,nnp,wp,0.008500188893086513
637,nnp,rbs,0.00018889308651303362
638,nnp,wrb,0.00415564790328674
639,nnp,ex,0.0007555723460521345
640,nnp,wp$,0.00018889308651303362
641,nnp,$,0.0005666792595391009
642,nnp,jjr,0.00018889308651303362
643,to,nn,0.03155339805825243
644,to,dt,0.1448220064724919
645,to,nns,0.01779935275080906
646,to,nnp,0.05501618122977346
647,to,vbg,0.013754045307443365
648,to,rbr,0.0016181229773462784
649,to,prp,0.008090614886731391
650,to,rb,0.0048543689320388345
651,to,jjs,0.0008090614886731392
652,to,vb,0.6610032362459547
653,to,prp$,0.020226537216828478
654,to,jj,0.020226537216828478
655,to,$,0.009708737864077669
656,to,cd,0.0024271844660194173
657,to,fin,0.0008090614886731392
658,to,wp,0.0016181229773462784
659,to,jjr,0.0016181229773462784
660,to,in,0.0024271844660194173
661,to,wrb,0.0016181229773462784
662,prp,vbg,0.006227758007117438
663,prp,to,0.02402135231316726
664,prp,md,0.10053380782918149
665,prp,rb,0.05249110320284697
666,prp,dt,0.012455516014234875
667,prp,nnp,0.006227758007117438
668,prp,prp,0.008896797153024912
669,prp,nn,0.008896797153024912
670,prp,rp,0.006227758007117438
671,prp,nns,0.0035587188612099642
672,prp,rbr,0.0017793594306049821
673,prp,wdt,0.0008896797153024911
674,prp,jjs,0.0008896797153024911
675,prp,vbd,0.3398576512455516
676,prp,fin,0.02491103202846975
677,prp,vbz,0.13256227758007116
678,prp,vb,0.017793594306049824
679,prp,vbp,0.1797153024911032
680,prp,prp$,0.0035587188612099642
681,prp,cc,0.014234875444839857
682,prp,in,0.04359430604982206
683,prp,jj,0.004448398576512456
684,prp,wrb,0.0035587188612099642
685,prp,vbn,0.0026690391459074734
686,nnps,in,0.13333333333333333
687,nnps,vbd,0.09523809523809523
688,nnps,wp,0.02857142857142857
689,nnps,fin,0.06666666666666667
690,nnps,vbp,0.09523809523809523
691,nnps,cc,0.10476190476190476
692,nnps,vbn,0.009523809523809525
693,nnps,nnps,0.01904761904761905
694,nnps,jj,0.02857142857142857
695,nnps,vbz,0.0380952380952381
696,nnps,wrb,0.009523809523809525
697,nnps,nnp,0.13333333333333333
698,nnps,dt,0.08571428571428572
699,nnps,wdt,0.009523809523809525
700,nnps,nn,0.0761904761904762
701,nnps,rb,0.01904761904761905
702,nnps,to,0.01904761904761905
703,nnps,vbg,0.01904761904761905
704,nnps,md,0.009523809523809525
705,wp$,nns,0.25
706,wp$,nn,0.75
